LONGITUDE,LATITUDE
-73.59816,45.517535
-73.59816,45.517535
-73.611731,45.523205
-73.611731,45.523205
-73.611731,45.523205
-73.611731,45.523205
-73.608234,45.521536
-73.608234,45.521536
-73.608234,45.521536
-73.608234,45.521536
-73.596564,45.517788
-73.596564,45.517788
-73.665943,45.442359
-73.678216,45.516107
-73.690142,45.516092
-73.690142,45.516092
-73.68071,45.512711
-73.68071,45.512711
-73.751973,45.488343
-73.751973,45.488343
-73.739193,45.506815
-73.739193,45.506815
-73.743105,45.495362
-73.743105,45.495362
-73.662761,45.516229
-73.662761,45.516229
-73.700066,45.473768
-73.700066,45.473768
-73.668796,45.531473
-73.668796,45.531473
-73.668796,45.531473
-73.668796,45.531473
-73.699756,45.510129
-73.699756,45.510129
-73.716169,45.507819
-73.716169,45.507819
-73.720946,45.532201
-73.654773,45.529641
-73.654773,45.529641
-73.715459,45.529773
-73.715459,45.529773
-73.715459,45.529773
-73.715459,45.529773
-73.648792,45.559793
-73.648792,45.559793
-73.648792,45.559793
-73.648792,45.559793
-73.66135,45.554228
-73.66135,45.554228
-73.66135,45.554228
-73.66135,45.554228
-73.639348,45.514998
-73.639348,45.514998
-73.656047,45.551662
-73.656047,45.551662
-73.664484,45.557008
-73.684716,45.536793
-73.684716,45.536793
-73.684716,45.536793
-73.628686,45.60424
-73.628686,45.60424
-73.649053,45.591598
-73.649053,45.591598
-73.635289,45.598483
-73.635289,45.598483
-73.62168,45.598483
-73.62168,45.598483
-73.638254,45.59529
-73.638254,45.59529
-73.626918,45.599257
-73.626918,45.599257
-73.640493,45.603065
-73.640493,45.603065
-73.652012,45.586392
-73.652012,45.586392
-73.652012,45.586392
-73.652012,45.586392
-73.631371,45.59633
-73.631371,45.59633
-73.63755,45.594043
-73.63755,45.594043
-73.636718,45.58299
-73.636718,45.58299
-73.620915,45.615812
-73.622776,45.519203
-73.622776,45.519203
-73.622776,45.519203
-73.597476,45.518592
-73.597476,45.518592
-73.597476,45.518592
-73.597476,45.518592
-73.610344,45.518908
-73.610344,45.518908
-73.610344,45.518908
-73.610344,45.518908
-73.671089,45.521532
-73.671089,45.521532
-73.671089,45.521532
-73.671089,45.521532
-73.68553,45.52811
-73.68553,45.52811
-73.68553,45.52811
-73.68553,45.52811
-73.668122,45.526685
-73.668122,45.526685
-73.668122,45.526685
-73.668122,45.526685
-73.71131,45.511641
-73.71131,45.511641
-73.735495,45.499975
-73.735495,45.499975
-73.735495,45.499975
-73.735495,45.499975
-73.707453,45.513643
-73.707453,45.513643
-73.707453,45.513643
-73.707453,45.513643
-73.677333,45.510062
-73.677333,45.510062
-73.683041,45.51282
-73.683041,45.51282
-73.697318,45.51964
-73.697318,45.51964
-73.748614,45.49534
-73.748614,45.49534
-73.675778,45.528437
-73.675778,45.528437
-73.726967,45.517305
-73.726967,45.517305
-73.675618,45.52468
-73.675618,45.52468
-73.724947,45.502385
-73.717871,45.53558
-73.71137,45.506203
-73.71137,45.506203
-73.6769,45.511779
-73.6769,45.511779
-73.702415,45.507344
-73.702415,45.507344
-73.702415,45.507344
-73.702415,45.507344
-73.702415,45.507344
-73.677667,45.513536
-73.677667,45.513536
-73.676426,45.511443
-73.6668,45.430789
-73.6668,45.430789
-73.673174,45.434982
-73.673174,45.434982
-73.67289,45.437019
-73.67289,45.437019
-73.650828,45.446028
-73.650828,45.446028
-73.6775,45.432817
-73.6775,45.432817
-73.683954,45.433171
-73.683954,45.433171
-73.715688,45.438381
-73.715688,45.438381
-73.682284,45.440041
-73.682284,45.440041
-73.678874,45.436036
-73.678874,45.436036
-73.702568,45.440375
-73.702568,45.440375
-73.649779,45.442511
-73.649779,45.442511
-73.704415,45.437317
-73.704415,45.437317
-73.648236,45.444382
-73.648236,45.444382
-73.683268,45.43728
-73.683268,45.43728
-73.69552,45.441823
-73.69552,45.441823
-73.69552,45.441823
-73.69552,45.441823
-73.680349,45.446595
-73.680349,45.446595
-73.665943,45.442359
-73.626042,45.546225
-73.665943,45.442359
-73.665943,45.442359
-73.719161,45.456267
-73.719161,45.456267
-73.674748,45.435318
-73.674748,45.435318
-73.674748,45.435318
-73.674748,45.435318
-73.694941,45.437333
-73.694941,45.437333
-73.650508,45.447609
-73.650508,45.447609
-73.699859,45.436453
-73.699859,45.436453
-73.691025,45.433345
-73.691025,45.433345
-73.6921,45.440212
-73.6921,45.440212
-73.609554,45.44434
-73.609554,45.44434
-73.61547,45.432247
-73.61547,45.432247
-73.618616,45.438077
-73.618616,45.438077
-73.659498,45.426174
-73.659498,45.426174
-73.593414,45.429042
-73.593414,45.429042
-73.593414,45.429042
-73.593414,45.429042
-73.603932,45.434187
-73.603932,45.434187
-73.597216,45.430904
-73.597216,45.430904
-73.626012,45.420848
-73.626012,45.420848
-73.626012,45.420848
-73.626012,45.420848
-73.625364,45.445036
-73.625364,45.445036
-73.625364,45.445036
-73.625364,45.445036
-73.604919,45.431438
-73.604919,45.431438
-73.629419,45.415871
-73.629419,45.415871
-73.643909,45.427823
-73.643909,45.427823
-73.633591,45.438975
-73.633591,45.438975
-73.60432,45.426743
-73.60432,45.426743
-73.604342,45.426638
-73.604342,45.426638
-73.645287,45.434388
-73.645287,45.434388
-73.609313,45.425496
-73.609313,45.425496
-73.609313,45.425496
-73.609313,45.425496
-73.657326,45.426062
-73.657326,45.426062
-73.610837,45.419483
-73.610837,45.419483
-73.610837,45.419483
-73.610837,45.419483
-73.593881,45.430676
-73.62351,45.423694
-73.62351,45.423694
-73.62351,45.423694
-73.661621,45.428702
-73.661621,45.428702
-73.566809,45.461918
-73.566809,45.461918
-73.567543,45.455871
-73.567543,45.455871
-73.566715,45.466928
-73.566715,45.466928
-73.57102,45.459352
-73.57102,45.459352
-73.572695,45.446903
-73.572695,45.446903
-73.572695,45.446903
-73.572695,45.446903
-73.563449,45.459904
-73.563449,45.459904
-73.567754,45.453865
-73.567754,45.453865
-73.567534,45.461076
-73.567534,45.461076
-73.548338,45.467528
-73.548338,45.467528
-73.548338,45.467528
-73.548338,45.467528
-73.548966,45.451582
-73.548966,45.451582
-73.679338,45.498292
-73.679338,45.498292
-73.673801,45.507344
-73.673801,45.507344
-73.710849,45.518249
-73.710849,45.518249
-73.710849,45.518249
-73.710849,45.518249
-73.676189,45.506273
-73.676189,45.506273
-73.682616,45.507934
-73.682616,45.507934
-73.69102,45.514954
-73.69102,45.514954
-73.70434,45.504816
-73.70434,45.504816
-73.70434,45.504816
-73.70434,45.504816
-73.6785,45.512576
-73.70115,45.508447
-73.70115,45.508447
-73.70115,45.508447
-73.70115,45.508447
-73.565413,45.468068
-73.565413,45.468068
-73.565413,45.468068
-73.569576,45.47257
-73.569576,45.47257
-73.570953,45.462028
-73.570953,45.462028
-73.56964,45.462852
-73.56964,45.462852
-73.566852,45.463731
-73.566852,45.463731
-73.565255,45.470829
-73.565255,45.470829
-73.565323,45.462773
-73.565323,45.462773
-73.541584,45.463713
-73.541584,45.463713
-73.578012,45.463222
-73.578012,45.463222
-73.551046,45.449177
-73.551046,45.449177
-73.551046,45.449177
-73.551046,45.449177
-73.575333,45.46609
-73.853321,45.499095
-73.853321,45.499095
-73.853321,45.499095
-73.853321,45.499095
-73.852069,45.488232
-73.852069,45.488232
-73.852069,45.488232
-73.852069,45.488232
-73.848823,45.49547
-73.848823,45.49547
-73.88109,45.458325
-73.848067,45.496306
-73.848067,45.496306
-73.869858,45.482117
-73.869858,45.482117
-73.87451,45.488672
-73.87451,45.488672
-73.871415,45.492463
-73.871415,45.492463
-73.873204,45.494477
-73.873204,45.494477
-73.873489,45.477756
-73.873489,45.477756
-73.60835,45.47975
-73.60835,45.47975
-73.871561,45.47731
-73.871561,45.47731
-73.881924,45.488525
-73.881924,45.488525
-73.635681,45.531226
-73.635681,45.531226
-73.620191,45.540232
-73.620191,45.540232
-73.615789,45.536993
-73.615789,45.536993
-73.614262,45.539609
-73.614262,45.539609
-73.63097,45.540098
-73.63097,45.540098
-73.604473,45.55101
-73.604473,45.55101
-73.624953,45.537317
-73.624953,45.537317
-73.626042,45.546225
-73.624821,45.532189
-73.624821,45.532189
-73.625411,45.574644
-73.625411,45.574644
-73.614553,45.544624
-73.614553,45.544624
-73.626562,45.566535
-73.626562,45.566535
-73.614259,45.567421
-73.614259,45.567421
-73.640132,45.542238
-73.640132,45.542238
-73.613367,45.541929
-73.613367,45.541929
-73.640851,45.52889
-73.640851,45.52889
-73.626037,45.541983
-73.626037,45.541983
-73.609716,45.556288
-73.609716,45.556288
-73.636793,45.542533
-73.636793,45.542533
-73.621508,45.533
-73.621508,45.533
-73.621508,45.533
-73.575333,45.46609
-73.577675,45.462315
-73.577675,45.462315
-73.572932,45.45263
-73.572932,45.45263
-73.570123,45.467239
-73.570123,45.467239
-73.576865,45.45953
-73.576865,45.45953
-73.563078,45.45726
-73.563078,45.45726
-73.563078,45.45726
-73.563078,45.45726
-73.568215,45.4561
-73.568215,45.4561
-73.543828,45.457901
-73.543828,45.457901
-73.543828,45.457901
-73.543828,45.457901
-73.579533,45.465511
-73.579533,45.465511
-73.57828,45.44843
-73.57828,45.44843
-73.555049,45.459159
-73.555049,45.459159
-73.555049,45.459159
-73.555049,45.459159
-73.571504,45.454733
-73.571504,45.454733
-73.571504,45.454733
-73.54423,45.459993
-73.57435,45.459464
-73.57435,45.459464
-73.806766,45.509605
-73.806766,45.509605
-73.855513,45.475098
-73.855513,45.475098
-73.783313,45.509098
-73.939758,45.461711
-73.939758,45.461711
-73.763468,45.506864
-73.763468,45.506864
-73.763468,45.506864
-73.763468,45.506864
-73.781735,45.504183
-73.781735,45.504183
-73.63746,45.541019
-73.63746,45.541019
-73.642027,45.532997
-73.642027,45.532997
-73.58761,45.56475
-73.58761,45.56475
-73.625658,45.525363
-73.625658,45.525363
-73.59977,45.551028
-73.59977,45.551028
-73.60523,45.549552
-73.60523,45.549552
-73.62377,45.527574
-73.62377,45.527574
-73.624583,45.544025
-73.624583,45.544025
-73.63325,45.547498
-73.63325,45.547498
-73.61758,45.535353
-73.61758,45.535353
-73.59442,45.556924
-73.59442,45.556924
-73.63738,45.545698
-73.63738,45.545698
-73.62305,45.529826
-73.62305,45.529826
-73.618645,45.538645
-73.618645,45.538645
-73.61896,45.536733
-73.61896,45.536733
-73.61374,45.54103
-73.61374,45.54103
-73.632248,45.543788
-73.632248,45.543788
-73.634232,45.540168
-73.634232,45.540168
-73.611812,45.547512
-73.611812,45.547512
-73.604919,45.569855
-73.604919,45.569855
-73.636234,45.569295
-73.636234,45.569295
-73.604732,45.562171
-73.604732,45.562171
-73.618287,45.529095
-73.618287,45.529095
-73.624821,45.532189
-73.624821,45.532189
-73.565413,45.468068
-73.621823,45.553708
-73.621823,45.553708
-73.621823,45.553708
-73.621823,45.553708
-73.638995,45.571919
-73.638995,45.571919
-73.64041,45.570109
-73.64041,45.570109
-73.633096,45.542463
-73.633096,45.542463
-73.631143,45.545077
-73.631143,45.545077
-73.631143,45.545077
-73.631143,45.545077
-73.592394,45.559263
-73.592394,45.559263
-73.592394,45.559263
-73.592394,45.559263
-73.634711,45.538325
-73.634711,45.538325
-73.627919,45.547773
-73.627919,45.547773
-73.60127,45.56153
-73.60127,45.56153
-73.644047,45.534091
-73.63818,45.562243
-73.63818,45.562243
-73.63818,45.562243
-73.63818,45.562243
-73.63818,45.562243
-73.63818,45.562243
-73.622186,45.548532
-73.607058,45.565169
-73.607058,45.565169
-73.607058,45.565169
-73.607058,45.565169
-73.603005,45.536686
-73.603005,45.536686
-73.613517,45.535996
-73.613517,45.535996
-73.594019,45.546029
-73.594019,45.546029
-73.576306,45.546745
-73.576306,45.546745
-73.577294,45.564852
-73.577294,45.564852
-73.573841,45.550345
-73.573841,45.550345
-73.605241,45.539199
-73.605241,45.539199
-73.561147,45.545229
-73.561147,45.545229
-73.619845,45.532232
-73.619845,45.532232
-73.616473,45.533914
-73.616473,45.533914
-73.61254,45.531561
-73.61254,45.531561
-73.596887,45.538996
-73.596887,45.538996
-73.59958,45.534474
-73.59958,45.534474
-73.571797,45.553956
-73.571797,45.553956
-73.581129,45.543958
-73.581129,45.543958
-73.585495,45.566674
-73.585495,45.566674
-73.591394,45.552802
-73.591394,45.552802
-73.585567,45.550917
-73.585567,45.550917
-73.608664,45.530366
-73.608664,45.530366
-73.576045,45.5578
-73.576045,45.5578
-73.588902,45.562636
-73.588902,45.562636
-73.574723,45.548219
-73.574723,45.548219
-73.60918,45.54519
-73.60918,45.54519
-73.596864,45.533244
-73.596864,45.533244
-73.596864,45.533244
-73.596864,45.533244
-73.58632,45.544691
-73.58632,45.544691
-73.6043,45.545093
-73.6043,45.545093
-73.559811,45.554109
-73.559811,45.554109
-73.60441,45.534569
-73.60441,45.534569
-73.573238,45.562055
-73.573238,45.562055
-73.610895,45.535097
-73.610895,45.535097
-73.601371,45.542864
-73.601371,45.542864
-73.607728,45.541863
-73.607728,45.541863
-73.61247,45.5278
-73.61247,45.5278
-73.591032,45.536407
-73.591032,45.536407
-73.572792,45.552301
-73.572792,45.552301
-73.596116,45.554758
-73.596116,45.554758
-73.558424,45.549806
-73.558424,45.549806
-73.593456,45.546687
-73.593456,45.546687
-73.59074,45.549814
-73.59074,45.549814
-73.59579,45.54361
-73.59579,45.54361
-73.561072,45.548419
-73.580543,45.561756
-73.561072,45.548419
-73.585706,45.555577
-73.585706,45.555577
-73.569243,45.558012
-73.569243,45.558012
-73.617038,45.531396
-73.617038,45.531396
-73.596405,45.549386
-73.596405,45.549386
-73.572651,45.556557
-73.572651,45.556557
-73.55608,45.546656
-73.55608,45.546656
-73.610975,45.537832
-73.610975,45.537832
-73.582037,45.547627
-73.582037,45.547627
-73.606817,45.539041
-73.606817,45.539041
-73.599582,45.548836
-73.599582,45.548836
-73.615014,45.534812
-73.615014,45.534812
-73.615014,45.534812
-73.615014,45.534812
-73.580543,45.561756
-73.621508,45.533
-73.622511,45.581199
-73.622511,45.581199
-73.630114,45.541976
-73.630114,45.541976
-73.633869,45.527646
-73.633869,45.527646
-73.616117,45.556216
-73.616117,45.556216
-73.618225,45.542787
-73.618225,45.542787
-73.629019,45.546138
-73.629019,45.546138
-73.628203,45.538292
-73.628203,45.538292
-73.632416,45.53094
-73.632416,45.53094
-73.618688,45.546478
-73.618688,45.546478
-73.618688,45.546478
-73.618688,45.546478
-73.630204,45.548727
-73.630204,45.548727
-73.630204,45.548727
-73.630204,45.548727
-73.578676,45.548518
-73.578676,45.548518
-73.5685,45.546122
-73.5685,45.546122
-73.59026,45.54447
-73.59026,45.54447
-73.600308,45.535341
-73.600308,45.535341
-73.600308,45.535341
-73.600308,45.535341
-73.588183,45.540879
-73.588183,45.540879
-73.562849,45.556226
-73.562849,45.556226
-73.587888,45.548292
-73.587888,45.548292
-73.586545,45.545738
-73.586545,45.545738
-73.612112,45.540749
-73.612112,45.540749
-73.612112,45.540749
-73.612112,45.540749
-73.60053,45.539479
-73.60053,45.539479
-73.606844,45.543271
-73.544871,45.544099
-73.544871,45.544099
-73.541466,45.538602
-73.541466,45.538602
-73.539358,45.541957
-73.539358,45.541957
-73.546827,45.548361
-73.546827,45.548361
-73.552353,45.551603
-73.552353,45.551603
-73.544179,45.552531
-73.544179,45.552531
-73.544179,45.552531
-73.544179,45.552531
-73.541658,45.556959
-73.541658,45.556959
-73.540664,45.571544
-73.540664,45.571544
-73.530447,45.555773
-73.530447,45.555773
-73.511316,45.594272
-73.511316,45.594272
-73.511316,45.594272
-73.511316,45.594272
-73.550373,45.543471
-73.550373,45.543471
-73.513045,45.600983
-73.513045,45.600983
-73.534962,45.550076
-73.534962,45.550076
-73.554759,45.541194
-73.554759,45.541194
-73.525782,45.611736
-73.525782,45.611736
-73.525253,45.570197
-73.525253,45.570197
-73.510863,45.60929
-73.510863,45.60929
-73.535585,45.573096
-73.535585,45.573096
-73.537757,45.545347
-73.537757,45.545347
-73.556425,45.544453
-73.556425,45.544453
-73.52001,45.604685
-73.52001,45.604685
-73.514688,45.610643
-73.514688,45.610643
-73.545176,45.580221
-73.534597,45.613552
-73.534597,45.613552
-73.534597,45.613552
-73.534597,45.613552
-73.534763,45.55977
-73.534763,45.55977
-73.534763,45.55977
-73.534763,45.55977
-73.546144,45.560822
-73.546144,45.560822
-73.548207,45.558054
-73.548207,45.558054
-73.543684,45.55676
-73.543684,45.55676
-73.538646,45.555139
-73.538646,45.555139
-73.53529,45.554061
-73.53529,45.554061
-73.531586,45.552869
-73.531586,45.552869
-73.522318,45.595758
-73.522318,45.595758
-73.606844,45.543271
-73.560991,45.552651
-73.560991,45.552651
-73.560991,45.552651
-73.560991,45.552651
-73.56384,45.549853
-73.56384,45.549853
-73.56384,45.549853
-73.56384,45.549853
-73.557805,45.561425
-73.557805,45.561425
-73.557805,45.561425
-73.557805,45.561425
-73.615433,45.530562
-73.615433,45.530562
-73.60322,45.53151
-73.60322,45.53151
-73.60322,45.53151
-73.60322,45.53151
-73.576367,45.552787
-73.576367,45.552787
-73.576367,45.552787
-73.576367,45.552787
-73.571133,45.548816
-73.571133,45.548816
-73.55644,45.553032
-73.55644,45.553032
-73.55644,45.553032
-73.55644,45.553032
-73.56557,45.571824
-73.56557,45.571824
-73.55532,45.556685
-73.55532,45.556685
-73.540898,45.55096
-73.540898,45.55096
-73.519923,45.600718
-73.519923,45.600718
-73.547126,45.540895
-73.547126,45.540895
-73.550661,45.547475
-73.550661,45.547475
-73.537115,45.557123
-73.537115,45.557123
-73.543732,45.560128
-73.543732,45.560128
-73.53335,45.552578
-73.53335,45.552578
-73.545168,45.542656
-73.545168,45.542656
-73.558267,45.578223
-73.558267,45.578223
-73.536406,45.588776
-73.536406,45.588776
-73.550274,45.554965
-73.550274,45.554965
-73.546702,45.576205
-73.546702,45.576205
-73.551936,45.540739
-73.551936,45.540739
-73.533503,45.558241
-73.533503,45.558241
-73.549089,45.55182
-73.549089,45.55182
-73.516585,45.591549
-73.516585,45.591549
-73.523469,45.599672
-73.523469,45.599672
-73.529709,45.558111
-73.529709,45.558111
-73.540906,45.544648
-73.540906,45.544648
-73.528726,45.604077
-73.528726,45.604077
-73.517336,45.610831
-73.517336,45.610831
-73.544288,45.539184
-73.544288,45.539184
-73.513958,45.579324
-73.513958,45.579324
-73.541201,45.572772
-73.541201,45.572772
-73.541201,45.572772
-73.541201,45.572772
-73.541938,45.571657
-73.541938,45.571657
-73.541938,45.571657
-73.541938,45.571657
-73.554918,45.546425
-73.554918,45.546425
-73.554918,45.546425
-73.554918,45.546425
-73.552975,45.545771
-73.552975,45.545771
-73.552975,45.545771
-73.552975,45.545771
-73.545176,45.580221
-73.571012,45.509196
-73.571012,45.509196
-73.581949,45.518205
-73.581949,45.518205
-73.591611,45.522579
-73.591611,45.522579
-73.565462,45.524943
-73.565462,45.524943
-73.590299,45.530108
-73.590299,45.530108
-73.577343,45.530447
-73.577343,45.530447
-73.570279,45.512799
-73.570279,45.512799
-73.560538,45.53871
-73.560538,45.53871
-73.586551,45.520262
-73.586551,45.520262
-73.58848,45.527295
-73.58848,45.527295
-73.583259,45.537015
-73.583259,45.537015
-73.577941,45.534713
-73.577941,45.534713
-73.569529,45.517751
-73.569529,45.517751
-73.567555,45.521258
-73.567555,45.521258
-73.597331,45.52069
-73.597331,45.52069
-73.594899,45.527859
-73.594899,45.527859
-73.591353,45.517302
-73.591353,45.517302
-73.602802,45.521651
-73.602802,45.521651
-73.575622,45.531321
-73.575622,45.531321
-73.585349,45.526525
-73.585349,45.526525
-73.585996,45.525091
-73.585996,45.525091
-73.576275,45.523482
-73.576275,45.523482
-73.598664,45.526635
-73.598664,45.526635
-73.574396,45.51786
-73.574396,45.51786
-73.578318,45.507682
-73.578318,45.507682
-73.58224,45.539172
-73.58224,45.539172
-73.568045,45.535601
-73.568045,45.535601
-73.572131,45.513641
-73.572131,45.513641
-73.595115,45.524183
-73.595115,45.524183
-73.584577,45.533061
-73.584577,45.533061
-73.56134,45.500852
-73.56134,45.500852
-73.56276,45.507908
-73.56276,45.507908
-73.56276,45.507908
-73.56276,45.507908
-73.55497,45.52888
-73.55497,45.52888
-73.55232,45.527727
-73.55232,45.527727
-73.55232,45.527727
-73.55232,45.527727
-73.561941,45.509709
-73.561941,45.509709
-73.561941,45.509709
-73.561941,45.509709
-73.5647,45.522662
-73.5647,45.522662
-73.57747,45.495977
-73.57747,45.495977
-73.57747,45.495977
-73.57747,45.495977
-73.573064,45.501087
-73.573064,45.501087
-73.573064,45.501087
-73.573064,45.501087
-73.570678,45.505901
-73.570678,45.505901
-73.570678,45.505901
-73.570678,45.505901
-73.568974,45.508211
-73.568974,45.508211
-73.568974,45.508211
-73.568974,45.508211
-73.565081,45.510413
-73.565081,45.510413
-73.565081,45.510413
-73.565081,45.510413
-73.562451,45.512652
-73.562451,45.512652
-73.562451,45.512652
-73.562451,45.512652
-73.562293,45.514628
-73.562293,45.514628
-73.55997,45.515876
-73.55997,45.515876
-73.55997,45.515876
-73.55997,45.515876
-73.559342,45.51461
-73.559342,45.51461
-73.557552,45.517619
-73.557552,45.517619
-73.552132,45.532707
-73.552132,45.532707
-73.552132,45.532707
-73.552132,45.532707
-73.549702,45.537758
-73.549702,45.537758
-73.547396,45.528399
-73.554563,45.521667
-73.554563,45.521667
-73.587228,45.491734
-73.587228,45.491734
-73.569564,45.497453
-73.569564,45.497453
-73.563312,45.520402
-73.563312,45.520402
-73.55053,45.521602
-73.55053,45.521602
-73.556547,45.497384
-73.556547,45.497384
-73.567204,45.494426
-73.567204,45.494426
-73.550062,45.512078
-73.550062,45.512078
-73.550062,45.512078
-73.550062,45.512078
-73.552719,45.495752
-73.552719,45.495752
-73.551029,45.524189
-73.551029,45.524189
-73.572307,45.505087
-73.572307,45.505087
-73.537977,45.582678
-73.537977,45.582678
-73.516419,45.601836
-73.516419,45.601836
-73.549307,45.562492
-73.549307,45.562492
-73.549307,45.562492
-73.549307,45.562492
-73.549307,45.562492
-73.549307,45.562492
-73.547955,45.562286
-73.547955,45.562286
-73.570855,45.506443
-73.570855,45.506443
-73.571,45.536337
-73.571,45.536337
-73.580138,45.527465
-73.580138,45.527465
-73.570745,45.520781
-73.570745,45.520781
-73.571012,45.509196
-73.571012,45.509196
-73.547396,45.528399
-73.560579,45.52969
-73.560579,45.52969
-73.55662,45.513366
-73.55662,45.513366
-73.560876,45.508594
-73.560876,45.508594
-73.555286,45.498075
-73.555286,45.498075
-73.559962,45.500743
-73.559962,45.500743
-73.559962,45.500743
-73.559962,45.500743
-73.580836,45.498139
-73.580836,45.498139
-73.556906,45.518083
-73.556906,45.518083
-73.578921,45.493563
-73.578921,45.493563
-73.566362,45.513658
-73.566362,45.513658
-73.568993,45.512226
-73.568993,45.512226
-73.567076,45.501537
-73.630205,45.509064
-73.583714,45.491511
-73.583714,45.491511
-73.583714,45.491511
-73.557723,45.536257
-73.557723,45.536257
-73.56126,45.502991
-73.56126,45.502991
-73.56126,45.502991
-73.56126,45.502991
-73.562553,45.50418
-73.562553,45.50418
-73.562553,45.50418
-73.562553,45.50418
-73.580627,45.491156
-73.580627,45.491156
-73.580627,45.491156
-73.580627,45.491156
-73.550101,45.512836
-73.550101,45.512836
-73.550101,45.512836
-73.550101,45.512836
-73.573988,45.497317
-73.573988,45.497317
-73.573988,45.497317
-73.573988,45.497317
-73.552507,45.521055
-73.552507,45.521055
-73.552507,45.521055
-73.552507,45.521055
-73.561893,45.50409
-73.561893,45.50409
-73.561893,45.50409
-73.561893,45.50409
-73.563687,45.518326
-73.563687,45.518326
-73.56038,45.525175
-73.56038,45.525175
-73.56038,45.525175
-73.56038,45.525175
-73.623583,45.466805
-73.623583,45.466805
-73.608302,45.474621
-73.608302,45.474621
-73.606153,45.476487
-73.606153,45.476487
-73.606153,45.476487
-73.606153,45.476487
-73.630205,45.509064
-73.619645,45.494166
-73.619645,45.494166
-73.629924,45.49975
-73.629924,45.49975
-73.621948,45.504899
-73.621948,45.504899
-73.60726,45.617828
-73.65421,45.494349
